Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,Remote_Work,Job_Satisfaction,Work_Hours_Per_Week
2019,Australia,TCS,Full Stack Developer,Senior,105767,50,Yes,9,45
2015,USA,IBM,Mobile Developer,Mid,91194,93,Yes,10,42
2015,Germany,TCS,Data Scientist,Mid,92475,55,No,10,53
2015,Germany,Google,Mobile Developer,Mid,84770,74,No,10,46
2019,Canada,Google,Frontend Developer,Mid,96571,83,No,9,48
2013,USA,Wipro,Mobile Developer,Mid,108116,87,No,9,36
2015,Canada,Amazon,Mobile Developer,Senior,89104,67,Yes,10,40
2017,UK,Google,Frontend Developer,Mid,85811,53,Yes,9,38
2011,Germany,Infosys,Data Scientist,Mid,63776,88,Yes,8,44
2017,Canada,Google,Mobile Developer,Senior,91893,88,Yes,7,40
2013,UK,Infosys,Full Stack Developer,Junior,64381,88,Yes,9,55
2015,Canada,TCS,Data Scientist,Junior,71238,86,Yes,8,39
2017,Canada,Google,Data Scientist,Mid,88932,66,No,8,50
2019,Canada,Meta,Backend Developer,Junior,89949,79,Yes,6,40
2017,Australia,Amazon,Data Scientist,Junior,112176,69,Yes,9,47
2013,USA,Accenture,Backend Developer,Senior,80903,61,Yes,8,49
2011,Canada,Microsoft,Backend Developer,Mid,71133,84,Yes,8,50
2013,UK,Netflix,Full Stack Developer,Mid,89719,59,No,9,46
2017,Australia,Microsoft,Data Scientist,Junior,102218,91,No,5,52
2011,Germany,Accenture,Mobile Developer,Junior,82474,76,Yes,5,45
2011,UK,Microsoft,Data Scientist,Mid,84238,87,No,5,49
2019,Australia,Infosys,Backend Developer,Mid,118982,63,Yes,5,48
2011,India,Microsoft,Full Stack Developer,Mid,19406,65,No,7,49
2013,Germany,Wipro,Backend Developer,Junior,88622,91,Yes,9,40
2015,UK,Google,Backend Developer,Junior,69311,86,No,7,47
2019,Canada,Wipro,Backend Developer,Junior,83994,62,No,7,52
2013,Germany,Infosys,Backend Developer,Mid,91467,60,Yes,5,46
2011,UK,Infosys,Data Scientist,Junior,61767,87,No,6,46
2011,USA,IBM,Full Stack Developer,Senior,127251,83,Yes,9,55
2019,UK,Netflix,Data Scientist,Junior,80861,55,No,6,49
2013,India,Infosys,Data Scientist,Senior,17068,63,No,9,40
2013,Australia,TCS,Mobile Developer,Mid,99238,72,Yes,5,53
2017,USA,Infosys,Data Scientist,Mid,115630,71,No,8,44
2015,USA,Infosys,Frontend Developer,Junior,89693,52,Yes,9,49
2015,Australia,Infosys,Data Scientist,Senior,91372,75,No,10,35
2013,Australia,Google,Backend Developer,Senior,100762,60,No,8,48
2019,Canada,Google,Frontend Developer,Mid,113700,85,Yes,7,39
2017,UK,Wipro,Data Scientist,Junior,98763,88,Yes,5,41
2017,UK,Google,Full Stack Developer,Senior,95238,92,Yes,6,50
2011,Canada,Microsoft,Backend Developer,Mid,88010,58,Yes,9,52
2019,UK,Meta,Full Stack Developer,Junior,101974,61,No,8,39
2011,UK,Meta,Backend Developer,Senior,66868,66,No,9,49
2011,UK,Microsoft,Mobile Developer,Mid,77841,70,No,10,41
2013,Germany,Google,Full Stack Developer,Junior,97815,50,No,8,54
2013,Germany,Amazon,Full Stack Developer,Mid,76434,95,Yes,10,40
2019,UK,Accenture,Mobile Developer,Mid,93565,95,No,5,39
2013,India,Accenture,Data Scientist,Mid,20901,83,Yes,9,53
2013,Germany,Netflix,Frontend Developer,Mid,102576,79,No,10,51
2013,India,Google,Data Scientist,Mid,21636,51,No,5,54
2017,Canada,Microsoft,Backend Developer,Junior,78580,55,No,8,37
2013,India,IBM,Frontend Developer,Senior,23233,89,Yes,8,49
2015,India,Accenture,Full Stack Developer,Senior,23271,72,No,9,50
2013,UK,Infosys,Data Scientist,Mid,67744,71,Yes,7,55
2017,USA,Accenture,Data Scientist,Junior,104799,77,No,6,45
2015,USA,IBM,Backend Developer,Mid,124156,90,Yes,8,43
2013,UK,Netflix,Full Stack Developer,Junior,60083,56,Yes,8,42
2015,India,TCS,Backend Developer,Mid,21365,76,Yes,10,54
2019,Australia,Amazon,Full Stack Developer,Senior,101976,87,Yes,7,39
2019,UK,Netflix,Mobile Developer,Mid,107246,56,Yes,5,45
2011,USA,Microsoft,Backend Developer,Senior,117696,91,Yes,6,52
2015,Australia,Netflix,Full Stack Developer,Senior,102053,92,No,9,46
2017,UK,Accenture,Mobile Developer,Senior,70839,89,No,9,36
2017,Germany,Microsoft,Full Stack Developer,Mid,104369,79,Yes,9,52
2013,USA,IBM,Mobile Developer,Junior,93507,53,Yes,6,36
2017,India,Microsoft,Mobile Developer,Junior,29366,56,Yes,8,46
2019,India,Netflix,Data Scientist,Junior,44193,55,No,5,41
2019,Canada,Amazon,Backend Developer,Mid,90001,50,Yes,9,39
2013,Germany,IBM,Frontend Developer,Mid,80690,70,Yes,9,45
2013,Germany,Amazon,Full Stack Developer,Mid,82551,52,No,6,43
2017,UK,IBM,Mobile Developer,Junior,75413,66,No,8,49
2019,UK,Wipro,Full Stack Developer,Mid,92595,92,Yes,9,46
2015,USA,Netflix,Frontend Developer,Mid,128061,63,Yes,6,44
2017,USA,Accenture,Frontend Developer,Mid,128545,89,Yes,6,37
2011,UK,Meta,Backend Developer,Mid,52797,73,No,7,51
2015,Germany,Wipro,Mobile Developer,Mid,82461,59,No,5,49
2011,UK,Meta,Backend Developer,Junior,85892,89,No,8,46
2017,India,IBM,Data Scientist,Mid,36970,56,No,6,41
2011,USA,Netflix,Backend Developer,Mid,76470,86,Yes,6,44
2013,Germany,Infosys,Data Scientist,Junior,82622,53,No,5,50
2013,Canada,Google,Frontend Developer,Mid,67043,87,Yes,7,39
2011,India,IBM,Mobile Developer,Junior,10728,76,Yes,5,55
2013,Germany,IBM,Frontend Developer,Senior,88318,51,Yes,8,45
2013,Australia,Accenture,Full Stack Developer,Junior,100318,57,No,8,37
2017,UK,Amazon,Mobile Developer,Mid,78080,76,Yes,10,38
2017,Australia,Netflix,Backend Developer,Senior,82157,64,No,5,35
2013,Australia,Infosys,Full Stack Developer,Mid,98132,55,No,5,47
2011,Canada,TCS,Frontend Developer,Junior,66190,93,Yes,9,55
2015,Australia,Amazon,Data Scientist,Junior,106713,95,Yes,10,37
2017,Germany,Wipro,Data Scientist,Junior,99856,50,No,7,55
2019,Canada,Infosys,Data Scientist,Senior,112048,64,Yes,6,43
2013,India,TCS,Frontend Developer,Mid,26950,57,No,10,44
2015,Germany,IBM,Frontend Developer,Senior,86902,62,No,7,52
2011,Australia,Infosys,Mobile Developer,Senior,90051,69,Yes,10,48
2011,UK,Amazon,Data Scientist,Junior,52519,94,Yes,8,42
2015,Germany,Infosys,Full Stack Developer,Junior,104893,50,No,7,41
2013,India,Google,Full Stack Developer,Junior,29415,65,Yes,7,52
2013,UK,Infosys,Backend Developer,Junior,90827,67,No,10,53
2011,USA,TCS,Mobile Developer,Senior,95969,86,No,8,49
2011,Germany,Wipro,Mobile Developer,Mid,94691,60,No,5,36
2015,Germany,TCS,Frontend Developer,Junior,87740,93,No,10,35
2017,UK,Wipro,Full Stack Developer,Junior,101657,61,Yes,10,47
2019,India,Accenture,Full Stack Developer,Mid,36428,81,No,5,51
2013,Australia,Google,Backend Developer,Mid,99724,85,Yes,6,36
2013,Canada,Wipro,Mobile Developer,Senior,74473,67,No,5,40
2017,UK,Google,Frontend Developer,Senior,100619,80,Yes,9,52
2017,India,Google,Mobile Developer,Junior,24887,76,Yes,7,44
2017,Germany,Amazon,Backend Developer,Mid,107158,85,Yes,8,39
2011,Germany,Meta,Data Scientist,Junior,98443,80,No,6,49
2013,Canada,Wipro,Backend Developer,Senior,98537,94,Yes,5,48
2019,Germany,Microsoft,Frontend Developer,Senior,106809,62,No,7,54
2011,Canada,Accenture,Mobile Developer,Mid,84252,75,Yes,6,52
2015,Germany,TCS,Full Stack Developer,Junior,72716,54,No,9,49
2019,UK,Netflix,Frontend Developer,Junior,87857,56,No,7,43
2011,Canada,Amazon,Mobile Developer,Mid,70743,61,No,5,36
2019,USA,IBM,Data Scientist,Junior,139478,78,Yes,8,42
2013,USA,IBM,Data Scientist,Junior,108668,92,No,7,37
2015,UK,IBM,Frontend Developer,Junior,94145,87,No,7,52
2013,UK,Infosys,Frontend Developer,Mid,71999,81,Yes,9,38
2013,UK,Microsoft,Data Scientist,Senior,91371,87,No,6,41
2015,Germany,Infosys,Mobile Developer,Mid,107329,88,No,8,47
2017,Canada,Meta,Backend Developer,Senior,98576,90,Yes,5,45
2011,USA,IBM,Data Scientist,Senior,77044,82,No,7,52
2011,Canada,Accenture,Full Stack Developer,Junior,61302,77,Yes,8,35
2017,Germany,Microsoft,Backend Developer,Mid,75819,71,Yes,7,52
2011,USA,Accenture,Full Stack Developer,Junior,118104,77,No,5,39
2015,UK,Accenture,Mobile Developer,Senior,85545,78,Yes,10,55
2011,Australia,Meta,Data Scientist,Mid,79106,58,No,9,35
2015,Germany,Infosys,Frontend Developer,Mid,85592,52,Yes,7,41
2013,USA,Meta,Full Stack Developer,Mid,126133,53,No,7,43
2019,Germany,Google,Frontend Developer,Mid,107891,87,Yes,10,55
2019,Canada,Meta,Mobile Developer,Senior,91843,94,Yes,10,50
2017,Canada,Amazon,Frontend Developer,Mid,91556,51,No,8,41
2013,UK,Google,Mobile Developer,Mid,81249,92,Yes,8,39
2015,USA,TCS,Data Scientist,Junior,124332,50,Yes,8,45
2015,UK,Wipro,Backend Developer,Mid,95354,74,Yes,7,55
2015,UK,Google,Full Stack Developer,Junior,95318,50,Yes,9,37
2013,India,IBM,Frontend Developer,Mid,19778,59,Yes,9,53
2011,Canada,IBM,Data Scientist,Mid,81304,91,No,7,41
2015,USA,Google,Mobile Developer,Senior,80620,93,Yes,6,50
2017,Germany,Infosys,Full Stack Developer,Mid,103037,73,No,6,35
2019,USA,Accenture,Backend Developer,Junior,91369,66,Yes,8,39
2011,Australia,IBM,Frontend Developer,Senior,72583,89,Yes,8,36
2019,Australia,Netflix,Mobile Developer,Senior,111897,86,Yes,7,40
2013,Germany,Meta,Backend Developer,Junior,89988,68,Yes,6,46
2019,India,Accenture,Backend Developer,Mid,28485,73,No,7,35
2011,Germany,Netflix,Data Scientist,Mid,60643,58,Yes,5,50
2011,UK,Wipro,Frontend Developer,Senior,62791,82,No,8,46
2017,Canada,TCS,Mobile Developer,Junior,89132,56,No,5,41
2015,Australia,Accenture,Frontend Developer,Mid,82887,85,No,8,47
2017,Australia,Infosys,Backend Developer,Mid,96957,85,Yes,7,42
2017,India,Microsoft,Mobile Developer,Mid,25036,71,No,8,37
2019,Australia,Infosys,Mobile Developer,Senior,99856,94,No,5,50
2019,Germany,IBM,Frontend Developer,Mid,84427,54,Yes,8,53
2011,Canada,Google,Full Stack Developer,Senior,67487,63,Yes,10,35
2013,USA,Infosys,Mobile Developer,Mid,83535,55,No,5,35
2011,USA,Google,Backend Developer,Senior,114217,74,No,7,53
2019,Australia,Meta,Backend Developer,Senior,113484,73,No,8,47
2013,USA,IBM,Full Stack Developer,Senior,98239,58,Yes,5,52
2015,USA,IBM,Mobile Developer,Junior,130419,67,No,5,44
2011,USA,Meta,Full Stack Developer,Senior,84756,60,No,7,46
2017,UK,Microsoft,Frontend Developer,Mid,70983,90,Yes,6,50
2015,Germany,Amazon,Mobile Developer,Senior,92882,81,Yes,6,35
2011,UK,Infosys,Backend Developer,Junior,75337,82,Yes,10,51
2019,USA,Microsoft,Mobile Developer,Senior,126024,63,Yes,6,42
2015,USA,Amazon,Frontend Developer,Mid,81874,76,No,5,46
2017,USA,Wipro,Data Scientist,Mid,134873,91,No,7,48
2019,USA,IBM,Data Scientist,Junior,97350,51,No,7,37
2013,Germany,Amazon,Full Stack Developer,Senior,102764,85,No,9,55
2017,Germany,Accenture,Data Scientist,Junior,113014,52,No,10,47
2015,UK,Google,Frontend Developer,Senior,95387,56,Yes,7,54
2015,Australia,Wipro,Full Stack Developer,Junior,109865,68,Yes,10,48
2017,Canada,Google,Frontend Developer,Mid,82485,85,No,6,48
2011,Australia,Wipro,Frontend Developer,Senior,93429,91,No,10,52
2017,Australia,Amazon,Frontend Developer,Junior,83453,54,No,9,41
2013,India,Wipro,Full Stack Developer,Mid,15906,56,Yes,5,47
2013,USA,Google,Full Stack Developer,Junior,125218,92,Yes,9,43
2013,Australia,Microsoft,Mobile Developer,Mid,71553,93,Yes,9,55
2019,UK,Netflix,Full Stack Developer,Junior,105093,57,Yes,9,47
2011,Australia,Amazon,Mobile Developer,Senior,99437,57,No,7,46
2011,Australia,IBM,Frontend Developer,Senior,95210,51,Yes,7,55
2011,Germany,IBM,Frontend Developer,Senior,79758,95,Yes,5,52
2013,Australia,Google,Full Stack Developer,Senior,72419,71,Yes,9,46
2017,Australia,Netflix,Backend Developer,Junior,85240,89,Yes,10,54
2017,India,Wipro,Full Stack Developer,Mid,28084,68,No,9,38
2011,USA,Amazon,Mobile Developer,Junior,73889,72,No,8,54
2015,India,Microsoft,Backend Developer,Mid,22343,59,No,5,54
2019,Australia,Microsoft,Frontend Developer,Senior,98219,50,Yes,8,49
2011,USA,Meta,Frontend Developer,Senior,103483,68,No,10,48
2011,USA,Netflix,Backend Developer,Senior,83246,78,Yes,9,47
2017,India,Wipro,Frontend Developer,Junior,23357,78,Yes,10,45
2017,India,Amazon,Backend Developer,Senior,26504,71,Yes,7,36
2017,Germany,IBM,Frontend Developer,Senior,90200,83,No,9,46
2019,USA,Netflix,Mobile Developer,Senior,103473,58,Yes,8,53
2017,UK,Infosys,Data Scientist,Mid,91478,74,No,7,46
2015,UK,Microsoft,Mobile Developer,Junior,89513,52,Yes,6,40
2011,Canada,IBM,Backend Developer,Senior,77959,71,No,9,53
2017,Australia,Accenture,Frontend Developer,Junior,106271,90,No,7,46
2017,UK,Accenture,Data Scientist,Junior,83033,76,Yes,7,42
2015,UK,TCS,Full Stack Developer,Mid,77403,65,Yes,7,48
2019,USA,TCS,Backend Developer,Senior,98485,84,Yes,5,51
2015,USA,Google,Data Scientist,Junior,105036,86,No,10,49
2019,Canada,Netflix,Frontend Developer,Senior,94321,74,Yes,7,46
2019,USA,Wipro,Data Scientist,Junior,145117,91,Yes,10,36
2019,Canada,Amazon,Mobile Developer,Mid,108243,82,No,8,41
2019,UK,Wipro,Full Stack Developer,Senior,94179,87,No,9,46
2019,India,Netflix,Data Scientist,Mid,39128,67,No,8,47
2013,UK,Google,Frontend Developer,Senior,72495,87,Yes,5,47
2017,Germany,Google,Frontend Developer,Senior,92486,50,Yes,7,40
2011,Canada,Accenture,Backend Developer,Junior,69598,87,Yes,10,44
2011,Canada,Wipro,Full Stack Developer,Junior,70060,68,No,7,51
2017,India,Wipro,Frontend Developer,Senior,29915,93,No,9,52
2013,Australia,Netflix,Data Scientist,Mid,95953,92,Yes,9,51
2017,Germany,Microsoft,Data Scientist,Junior,75376,87,Yes,6,43
2015,Germany,Google,Data Scientist,Mid,75302,73,No,10,47
2011,India,Accenture,Data Scientist,Junior,20258,77,No,9,35
2015,Canada,Microsoft,Full Stack Developer,Senior,94279,83,No,6,54
2015,Australia,Amazon,Mobile Developer,Junior,77304,52,Yes,6,44
2017,UK,Amazon,Full Stack Developer,Senior,84197,84,Yes,6,49
2011,Canada,Wipro,Frontend Developer,Junior,92447,58,No,8,37
2013,Canada,Wipro,Mobile Developer,Senior,92474,86,No,8,52
2017,UK,TCS,Data Scientist,Senior,72373,63,Yes,9,42
2013,Canada,Infosys,Mobile Developer,Junior,87506,75,No,5,36
2019,UK,Google,Mobile Developer,Junior,103823,75,Yes,5,44
2017,India,Wipro,Full Stack Developer,Mid,32832,74,Yes,6,39
2017,Australia,IBM,Frontend Developer,Mid,109326,66,No,10,36
2017,Australia,Microsoft,Frontend Developer,Mid,84352,76,No,8,55
2015,USA,Netflix,Full Stack Developer,Senior,121596,94,No,10,47
2017,Canada,TCS,Data Scientist,Junior,105133,58,No,10,42
2019,India,IBM,Full Stack Developer,Junior,37060,52,Yes,10,44
2011,USA,Infosys,Data Scientist,Senior,124199,75,Yes,10,43
2011,USA,Amazon,Data Scientist,Senior,94824,68,No,10,49
2019,Germany,IBM,Mobile Developer,Mid,95253,77,No,6,50
2019,India,Netflix,Mobile Developer,Junior,32830,87,No,8,40
2015,UK,IBM,Mobile Developer,Senior,75929,60,No,9,39
2019,Germany,Meta,Frontend Developer,Junior,104600,77,No,5,41
2015,Australia,Infosys,Full Stack Developer,Mid,101347,79,No,6,48
2015,Canada,Infosys,Mobile Developer,Senior,73881,50,Yes,6,49
2011,USA,Netflix,Full Stack Developer,Senior,90145,68,No,6,53
2015,India,Accenture,Backend Developer,Mid,24757,93,Yes,9,48
2019,USA,Accenture,Mobile Developer,Junior,102047,61,No,6,35
2013,UK,Accenture,Data Scientist,Junior,84548,91,Yes,7,55
2015,Germany,Google,Mobile Developer,Junior,81746,57,No,5,43
2011,India,Wipro,Data Scientist,Junior,13478,75,Yes,9,45
2015,Australia,Amazon,Full Stack Developer,Mid,96804,88,Yes,6,53
2019,USA,Netflix,Data Scientist,Senior,124215,59,No,10,48
2017,Canada,Wipro,Mobile Developer,Senior,103279,66,No,10,48
2015,USA,TCS,Full Stack Developer,Senior,139900,75,No,6,46
2019,India,Wipro,Backend Developer,Senior,35608,83,No,8,52
2013,USA,Meta,Frontend Developer,Senior,78266,90,No,6,54
2015,Australia,Meta,Frontend Developer,Junior,87406,95,No,6,48
2019,Canada,Accenture,Mobile Developer,Senior,111177,87,No,7,38
2011,Australia,Meta,Backend Developer,Junior,91145,65,Yes,7,49
2015,UK,Meta,Frontend Developer,Mid,79459,86,Yes,5,43
2015,Canada,Infosys,Backend Developer,Senior,81793,52,No,5,40
2017,Germany,Infosys,Backend Developer,Senior,92226,95,Yes,8,55
2013,UK,Google,Backend Developer,Senior,56897,90,No,9,55
2019,Germany,Infosys,Backend Developer,Senior,86385,59,Yes,7,41
2019,Germany,Accenture,Mobile Developer,Junior,85418,57,Yes,7,42
2019,UK,Infosys,Backend Developer,Mid,92912,75,No,6,47
2015,UK,TCS,Full Stack Developer,Mid,98955,82,No,5,48
2013,Canada,Google,Full Stack Developer,Junior,75666,88,Yes,6,55
2013,Germany,IBM,Mobile Developer,Mid,101187,69,No,10,51
2017,Australia,Amazon,Data Scientist,Senior,102170,51,Yes,8,44
2011,USA,Microsoft,Full Stack Developer,Junior,112314,54,No,9,46
2015,India,Infosys,Frontend Developer,Mid,19619,61,Yes,7,44
2011,India,Wipro,Frontend Developer,Junior,17881,65,No,8,54
2011,Australia,Accenture,Frontend Developer,Junior,65910,78,Yes,10,42
2013,Australia,Infosys,Frontend Developer,Senior,99281,73,Yes,10,38
2017,Australia,Netflix,Full Stack Developer,Mid,97612,54,Yes,7,54
2015,USA,Meta,Frontend Developer,Junior,113560,58,Yes,6,54
2019,Canada,Accenture,Full Stack Developer,Senior,97718,80,No,10,42
2017,Canada,Google,Data Scientist,Junior,90966,70,No,5,39
2019,USA,Microsoft,Mobile Developer,Junior,136538,55,No,8,43
2019,UK,IBM,Backend Developer,Mid,76867,53,No,9,44
2015,UK,Wipro,Backend Developer,Senior,76321,71,No,9,53
2019,Germany,Wipro,Full Stack Developer,Junior,119092,60,No,9,39
2015,India,Google,Data Scientist,Senior,21687,79,No,8,35
2015,UK,Accenture,Full Stack Developer,Senior,81739,69,No,10,44
2013,UK,Infosys,Backend Developer,Junior,94769,83,Yes,10,39
2013,Germany,Accenture,Full Stack Developer,Senior,85321,91,Yes,6,45
2013,Canada,Wipro,Backend Developer,Junior,76313,52,Yes,7,35
2017,UK,Netflix,Mobile Developer,Mid,73181,66,Yes,8,52
2011,UK,TCS,Frontend Developer,Junior,56691,75,No,10,35
2011,Germany,Microsoft,Frontend Developer,Senior,70640,59,Yes,8,53
2019,Canada,Accenture,Data Scientist,Junior,93509,63,Yes,7,46
2015,Canada,IBM,Data Scientist,Mid,71089,62,No,9,38
2015,USA,Microsoft,Backend Developer,Junior,122034,95,No,10,49
2015,Australia,Netflix,Mobile Developer,Senior,102377,56,Yes,7,50
2013,UK,Accenture,Mobile Developer,Junior,94645,83,No,8,40
2011,Australia,Microsoft,Frontend Developer,Senior,96822,83,No,5,43
2011,Australia,Netflix,Frontend Developer,Senior,74191,71,Yes,8,53
2015,Australia,Google,Frontend Developer,Mid,84550,82,Yes,7,50
2013,UK,Netflix,Backend Developer,Junior,88008,76,Yes,5,55
2015,Australia,Accenture,Data Scientist,Mid,77041,67,Yes,8,40
2011,India,Netflix,Full Stack Developer,Junior,20529,93,Yes,10,37
2017,India,Infosys,Frontend Developer,Junior,34866,93,No,8,36
2013,Canada,Infosys,Data Scientist,Mid,93398,90,Yes,10,47
2017,USA,Wipro,Mobile Developer,Senior,130533,62,No,7,41
2011,Germany,IBM,Full Stack Developer,Senior,81464,63,Yes,10,39
2017,Australia,Accenture,Data Scientist,Senior,93087,69,No,6,41
2011,UK,Microsoft,Data Scientist,Junior,69847,52,Yes,7,47
2015,Canada,TCS,Backend Developer,Mid,91648,74,Yes,5,43
2015,Canada,Microsoft,Backend Developer,Mid,77283,75,No,9,42
2017,India,Netflix,Data Scientist,Senior,37320,87,No,7,35
2015,Canada,Accenture,Full Stack Developer,Junior,71319,76,No,6,35
2015,India,Meta,Mobile Developer,Senior,31668,52,Yes,6,50
2011,Canada,Amazon,Backend Developer,Junior,66446,52,Yes,6,35
2013,Canada,Microsoft,Frontend Developer,Mid,67593,62,No,7,36
2015,UK,IBM,Frontend Developer,Mid,91369,60,Yes,5,35
2019,Germany,Netflix,Data Scientist,Mid,101275,81,Yes,10,54
2019,Canada,TCS,Backend Developer,Mid,88229,73,No,6,55
2013,Australia,Accenture,Frontend Developer,Senior,100268,50,Yes,8,44
2013,UK,IBM,Frontend Developer,Junior,83094,51,No,7,37
2019,India,TCS,Backend Developer,Senior,38134,66,No,7,35
2019,UK,Google,Full Stack Developer,Senior,108125,55,No,7,39
2011,Canada,Accenture,Mobile Developer,Senior,80012,86,No,6,51
2015,USA,Google,Mobile Developer,Mid,100301,71,No,5,45
2013,India,Wipro,Full Stack Developer,Junior,15559,90,No,9,43
2019,UK,Microsoft,Full Stack Developer,Mid,108526,59,Yes,9,39
2013,USA,Amazon,Mobile Developer,Mid,117104,56,Yes,8,46
2017,Canada,Microsoft,Backend Developer,Senior,79376,56,Yes,8,41
2013,India,Microsoft,Full Stack Developer,Junior,20322,92,Yes,9,45
2015,India,TCS,Full Stack Developer,Senior,25779,74,No,5,51
2013,USA,Meta,Frontend Developer,Senior,91755,87,No,6,41
2015,Canada,Google,Mobile Developer,Mid,102077,89,Yes,5,53
2011,India,Accenture,Mobile Developer,Senior,16838,69,Yes,8,35
2015,UK,Netflix,Mobile Developer,Senior,62962,64,No,8,39
2017,India,Google,Backend Developer,Senior,30315,72,Yes,7,50
2017,Germany,Wipro,Data Scientist,Junior,96510,62,Yes,5,52
2015,Germany,Netflix,Frontend Developer,Senior,74913,61,Yes,5,38
2017,USA,Google,Data Scientist,Senior,125786,66,No,7,52
2011,UK,TCS,Backend Developer,Senior,78548,70,No,6,52
2017,Canada,IBM,Full Stack Developer,Junior,102467,57,Yes,8,37
2015,India,Wipro,Backend Developer,Senior,26671,61,No,10,53
2017,UK,IBM,Data Scientist,Mid,95369,75,No,6,53
2019,Canada,Netflix,Frontend Developer,Mid,97882,89,No,6,42
2011,Canada,Wipro,Backend Developer,Junior,90289,64,No,7,37
2013,UK,Infosys,Frontend Developer,Senior,58272,70,Yes,10,39
2019,Canada,Google,Full Stack Developer,Mid,113229,92,No,5,44
2011,USA,Google,Full Stack Developer,Junior,94295,79,Yes,10,51
2011,Canada,Netflix,Mobile Developer,Junior,75563,55,Yes,6,39
2013,UK,Meta,Full Stack Developer,Junior,64006,62,Yes,5,42
2017,Australia,Meta,Mobile Developer,Senior,108797,84,No,9,47
2019,Canada,Microsoft,Data Scientist,Junior,100883,65,Yes,6,52
2013,Australia,Accenture,Backend Developer,Junior,101281,84,No,9,47
2019,Germany,Infosys,Mobile Developer,Mid,117735,76,Yes,6,36
2011,Germany,TCS,Data Scientist,Senior,88622,61,No,9,38
2011,India,Infosys,Data Scientist,Senior,13684,86,No,6,51
