Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,Covid_Phase,Layoff_Risk,Remote_Work_Percentage,Job_Satisfaction,Work_Hours_Per_Week
2021,USA,Microsoft,Frontend Developer,Senior,96342,93,Recovery,Low,88,8,35
2021,Germany,Google,Frontend Developer,Junior,126209,87,Recovery,Low,79,6,42
2019,Australia,TCS,Frontend Developer,Junior,78538,89,Pre-Covid,Low,21,9,51
2020,Australia,Amazon,Mobile Developer,Junior,67799,65,Lockdown,Medium,70,6,44
2021,UK,Google,Data Scientist,Mid,91387,96,Recovery,Low,85,6,36
2019,Canada,Accenture,Full Stack Developer,Senior,80999,73,Pre-Covid,Low,15,10,53
2019,Canada,Microsoft,Backend Developer,Junior,76488,64,Pre-Covid,Low,24,6,46
2020,USA,Google,Frontend Developer,Senior,81974,60,Lockdown,Medium,81,8,36
2020,Germany,Amazon,Full Stack Developer,Junior,63179,58,Lockdown,Medium,70,6,43
2021,Canada,Netflix,Frontend Developer,Mid,95351,100,Recovery,Low,60,5,39
2019,India,Wipro,Mobile Developer,Mid,23993,63,Pre-Covid,Low,14,8,50
2020,Germany,TCS,Backend Developer,Junior,66519,61,Lockdown,Medium,94,8,54
2019,Germany,Netflix,Data Scientist,Senior,86595,62,Pre-Covid,Low,12,9,55
2021,Australia,Google,Mobile Developer,Mid,111242,100,Recovery,Low,85,6,40
2019,Canada,Infosys,Full Stack Developer,Senior,87917,74,Pre-Covid,Low,19,5,47
2019,India,Microsoft,Mobile Developer,Mid,14684,69,Pre-Covid,Low,12,7,42
2019,Australia,Meta,Mobile Developer,Mid,74208,72,Pre-Covid,Low,27,9,55
2021,Australia,Netflix,Mobile Developer,Mid,113817,100,Recovery,Low,84,10,47
2021,Australia,Amazon,Data Scientist,Junior,115226,100,Recovery,Low,85,9,46
2021,USA,Microsoft,Data Scientist,Junior,117605,96,Recovery,Medium,66,8,54
2021,USA,Accenture,Mobile Developer,Mid,162046,99,Recovery,Low,70,10,52
2021,UK,Infosys,Backend Developer,Senior,96291,92,Recovery,Medium,83,8,50
2021,Canada,Meta,Mobile Developer,Junior,102201,100,Recovery,Low,63,8,37
2021,USA,Meta,Backend Developer,Senior,102559,93,Recovery,Medium,63,7,37
2020,India,Infosys,Full Stack Developer,Junior,24120,61,Lockdown,Medium,82,7,37
2020,India,Amazon,Mobile Developer,Mid,22727,46,Lockdown,Medium,76,6,37
2020,UK,Amazon,Backend Developer,Mid,67170,46,Lockdown,Medium,86,8,49
2019,Canada,Amazon,Backend Developer,Junior,76461,75,Pre-Covid,Low,34,9,38
2021,Canada,Accenture,Backend Developer,Mid,89821,96,Recovery,Medium,86,5,45
2020,Canada,Microsoft,Full Stack Developer,Junior,59330,59,Lockdown,Medium,74,5,43
2019,Australia,Infosys,Mobile Developer,Mid,105049,73,Pre-Covid,Low,33,8,50
2021,Australia,Accenture,Mobile Developer,Senior,125598,100,Recovery,Medium,84,9,53
2020,UK,Netflix,Frontend Developer,Senior,52407,50,Lockdown,High,86,7,45
2020,Australia,IBM,Data Scientist,Mid,67775,57,Lockdown,High,75,10,38
2019,USA,Accenture,Backend Developer,Junior,137135,95,Pre-Covid,Low,33,9,55
2019,UK,TCS,Frontend Developer,Junior,89662,76,Pre-Covid,Low,23,9,55
2020,Australia,TCS,Backend Developer,Mid,59364,54,Lockdown,Medium,84,6,45
2019,India,Netflix,Backend Developer,Mid,29951,77,Pre-Covid,Low,30,6,40
2020,Australia,Amazon,Full Stack Developer,Mid,64161,77,Lockdown,High,80,5,44
2020,Germany,TCS,Backend Developer,Junior,64974,61,Lockdown,Medium,91,6,39
2021,Australia,IBM,Mobile Developer,Senior,103355,89,Recovery,Medium,68,7,35
2021,Australia,Google,Frontend Developer,Mid,89641,79,Recovery,Medium,86,5,37
2019,USA,Wipro,Frontend Developer,Senior,89111,78,Pre-Covid,Low,29,9,37
2021,Canada,Microsoft,Full Stack Developer,Senior,86264,100,Recovery,Low,66,9,38
2021,Germany,Wipro,Full Stack Developer,Senior,113919,100,Recovery,Medium,82,7,39
2020,India,TCS,Mobile Developer,Mid,15456,48,Lockdown,High,95,6,44
2021,UK,TCS,Mobile Developer,Senior,101419,84,Recovery,Low,75,8,35
2020,Canada,TCS,Full Stack Developer,Senior,63357,49,Lockdown,Medium,78,8,36
2019,Australia,Microsoft,Full Stack Developer,Junior,85106,78,Pre-Covid,Low,33,8,49
2019,Australia,Infosys,Full Stack Developer,Junior,91796,77,Pre-Covid,Low,29,10,39
2019,UK,Netflix,Backend Developer,Mid,77033,80,Pre-Covid,Low,35,8,49
2019,USA,IBM,Full Stack Developer,Junior,105864,63,Pre-Covid,Low,18,5,35
2019,Canada,Accenture,Mobile Developer,Senior,96771,62,Pre-Covid,Low,17,10,43
2019,Canada,TCS,Frontend Developer,Senior,65158,84,Pre-Covid,Low,21,10,41
2021,Germany,Wipro,Full Stack Developer,Junior,96886,82,Recovery,Low,66,5,47
2021,India,TCS,Data Scientist,Senior,28769,100,Recovery,Medium,83,9,46
2021,India,IBM,Frontend Developer,Junior,31340,100,Recovery,Low,87,9,54
2021,Australia,Amazon,Data Scientist,Mid,86031,100,Recovery,Low,71,10,49
2019,USA,Accenture,Data Scientist,Senior,121042,81,Pre-Covid,Low,10,9,45
2019,Canada,Accenture,Frontend Developer,Junior,94583,86,Pre-Covid,Low,20,10,54
2020,Germany,IBM,Data Scientist,Mid,74976,48,Lockdown,High,72,7,37
2021,UK,IBM,Backend Developer,Mid,90427,96,Recovery,Low,73,5,35
2021,India,Microsoft,Data Scientist,Mid,11495,100,Recovery,Medium,82,6,42
2019,Germany,IBM,Data Scientist,Mid,86235,90,Pre-Covid,Low,18,10,53
2020,India,Netflix,Backend Developer,Senior,19524,78,Lockdown,High,74,7,38
2021,USA,IBM,Frontend Developer,Senior,98841,100,Recovery,Medium,68,6,44
2019,India,Wipro,Data Scientist,Senior,14188,63,Pre-Covid,Low,17,10,51
2021,UK,Google,Backend Developer,Mid,111970,82,Recovery,Medium,88,6,38
2020,India,Amazon,Full Stack Developer,Mid,22343,51,Lockdown,High,84,7,42
2021,Australia,TCS,Frontend Developer,Mid,126914,100,Recovery,Low,77,5,48
2020,India,Infosys,Backend Developer,Mid,11248,70,Lockdown,Medium,74,8,44
2019,USA,Infosys,Full Stack Developer,Senior,103275,72,Pre-Covid,Low,31,8,46
2020,Australia,Infosys,Mobile Developer,Junior,74615,47,Lockdown,High,74,7,42
2020,Germany,Meta,Backend Developer,Junior,66628,57,Lockdown,High,85,5,49
2019,Australia,Infosys,Full Stack Developer,Junior,88682,77,Pre-Covid,Low,18,9,38
2021,India,Accenture,Mobile Developer,Mid,22118,92,Recovery,Low,77,8,35
2021,Canada,IBM,Data Scientist,Mid,93451,71,Recovery,Low,68,9,40
2020,Australia,Netflix,Mobile Developer,Senior,85051,65,Lockdown,Medium,78,10,51
2020,Germany,IBM,Backend Developer,Mid,61926,79,Lockdown,Medium,80,10,50
2020,UK,TCS,Mobile Developer,Senior,52005,68,Lockdown,High,95,10,42
2021,Australia,Netflix,Mobile Developer,Junior,128483,83,Recovery,Medium,68,7,38
2021,Australia,Accenture,Backend Developer,Mid,107039,100,Recovery,Low,88,7,39
2020,UK,Amazon,Frontend Developer,Junior,50307,66,Lockdown,High,78,5,52
2020,Canada,Google,Frontend Developer,Senior,63261,64,Lockdown,High,94,8,35
2019,USA,Microsoft,Data Scientist,Senior,118996,81,Pre-Covid,Low,18,5,51
2020,UK,Microsoft,Data Scientist,Junior,62852,51,Lockdown,High,84,10,50
2021,Canada,Meta,Full Stack Developer,Senior,113103,79,Recovery,Low,71,10,50
2021,India,Netflix,Mobile Developer,Junior,29709,82,Recovery,Medium,81,9,53
2020,USA,Accenture,Data Scientist,Junior,103222,58,Lockdown,High,89,10,37
2021,Canada,Accenture,Full Stack Developer,Mid,105777,93,Recovery,Medium,90,8,43
2019,India,Wipro,Data Scientist,Mid,17258,74,Pre-Covid,Low,12,5,53
2020,UK,TCS,Backend Developer,Senior,49115,49,Lockdown,Medium,83,10,39
2021,UK,Infosys,Full Stack Developer,Junior,96378,93,Recovery,Low,79,9,39
2019,Canada,Accenture,Backend Developer,Senior,91599,90,Pre-Covid,Low,31,7,35
2019,Canada,TCS,Mobile Developer,Senior,81014,61,Pre-Covid,Low,23,9,38
2020,USA,TCS,Mobile Developer,Mid,101737,59,Lockdown,High,87,7,42
2019,USA,Microsoft,Mobile Developer,Mid,118122,62,Pre-Covid,Low,13,6,50
2019,USA,Infosys,Backend Developer,Senior,111323,94,Pre-Covid,Low,15,10,38
2020,India,Wipro,Frontend Developer,Senior,10314,62,Lockdown,High,85,7,45
2021,Germany,Google,Backend Developer,Senior,91035,100,Recovery,Low,76,8,50
2021,USA,Meta,Backend Developer,Mid,130133,96,Recovery,Medium,62,10,39
2019,Germany,TCS,Backend Developer,Mid,104830,84,Pre-Covid,Low,32,9,53
2021,Canada,Netflix,Frontend Developer,Mid,83141,100,Recovery,Low,83,8,43
2019,UK,Netflix,Backend Developer,Junior,86124,61,Pre-Covid,Low,27,10,54
2019,Germany,Google,Backend Developer,Senior,78868,74,Pre-Covid,Low,14,9,54
2021,India,Amazon,Mobile Developer,Mid,32681,100,Recovery,Low,82,7,48
2020,Australia,Accenture,Data Scientist,Junior,80973,63,Lockdown,High,88,5,48
2020,UK,Netflix,Backend Developer,Mid,78446,42,Lockdown,Medium,89,7,53
2020,Australia,Amazon,Frontend Developer,Junior,53486,43,Lockdown,High,83,7,55
2021,Australia,Meta,Full Stack Developer,Senior,91698,81,Recovery,Low,76,7,35
2019,Canada,IBM,Full Stack Developer,Junior,84553,71,Pre-Covid,Low,35,5,54
2021,Canada,Meta,Full Stack Developer,Junior,119338,97,Recovery,Low,81,9,55
2021,Australia,Wipro,Data Scientist,Junior,102884,100,Recovery,Medium,66,9,45
2021,India,Wipro,Mobile Developer,Junior,20625,91,Recovery,Low,83,7,35
2019,USA,Google,Mobile Developer,Mid,96469,82,Pre-Covid,Low,29,8,40
2019,Australia,Amazon,Full Stack Developer,Mid,97017,89,Pre-Covid,Low,10,7,42
2021,Canada,Meta,Full Stack Developer,Junior,87063,77,Recovery,Medium,63,5,51
2020,Australia,Google,Full Stack Developer,Mid,75396,32,Lockdown,Medium,79,5,46
2019,Germany,Netflix,Frontend Developer,Mid,90216,69,Pre-Covid,Low,29,8,51
2021,Canada,Amazon,Full Stack Developer,Senior,118937,94,Recovery,Low,90,9,37
2019,Australia,TCS,Frontend Developer,Senior,72875,78,Pre-Covid,Low,28,7,48
2021,Australia,IBM,Data Scientist,Mid,82189,82,Recovery,Medium,85,10,47
2021,USA,Accenture,Full Stack Developer,Mid,135409,94,Recovery,Low,89,5,36
2020,India,Microsoft,Full Stack Developer,Senior,7858,66,Lockdown,High,88,7,41
2020,Canada,IBM,Backend Developer,Senior,62840,53,Lockdown,Medium,95,8,52
2021,Germany,Wipro,Frontend Developer,Senior,135588,92,Recovery,Low,60,6,37
2020,Germany,IBM,Full Stack Developer,Senior,70196,77,Lockdown,High,88,8,44
2020,Canada,Accenture,Data Scientist,Junior,54876,38,Lockdown,High,85,7,41
2021,India,Wipro,Frontend Developer,Mid,18822,87,Recovery,Low,85,9,37
2019,India,Netflix,Full Stack Developer,Mid,10345,94,Pre-Covid,Low,26,9,42
2021,India,Accenture,Backend Developer,Senior,21980,96,Recovery,Medium,81,9,42
2020,India,Netflix,Backend Developer,Senior,24275,72,Lockdown,High,75,5,37
2021,Canada,Wipro,Backend Developer,Junior,98727,84,Recovery,Medium,66,10,55
2019,Germany,IBM,Frontend Developer,Mid,76132,77,Pre-Covid,Low,16,6,41
2021,India,Netflix,Frontend Developer,Mid,24148,100,Recovery,Medium,67,9,51
2020,USA,Amazon,Mobile Developer,Mid,70764,30,Lockdown,Medium,90,8,40
2019,India,IBM,Full Stack Developer,Mid,15163,84,Pre-Covid,Low,17,5,54
2019,Canada,Wipro,Mobile Developer,Senior,99433,75,Pre-Covid,Low,20,10,45
2021,India,Amazon,Data Scientist,Mid,29570,100,Recovery,Low,81,10,44
2019,UK,Netflix,Backend Developer,Senior,89623,78,Pre-Covid,Low,25,5,39
2020,Germany,TCS,Backend Developer,Mid,82775,52,Lockdown,Medium,78,6,38
2021,UK,Meta,Backend Developer,Junior,79969,97,Recovery,Low,60,7,39
2021,India,Netflix,Data Scientist,Mid,16752,99,Recovery,Medium,81,10,53
2021,Germany,Microsoft,Data Scientist,Junior,84455,100,Recovery,Medium,89,5,40
2020,Germany,Infosys,Full Stack Developer,Junior,58486,61,Lockdown,Medium,76,6,35
2020,Germany,Netflix,Mobile Developer,Mid,75820,59,Lockdown,Medium,76,6,54
2021,India,Google,Data Scientist,Mid,16833,87,Recovery,Low,77,8,50
2020,Canada,Microsoft,Data Scientist,Mid,78389,46,Lockdown,High,79,8,47
2020,Australia,Google,Data Scientist,Mid,64848,41,Lockdown,High,75,7,44
2020,Canada,Microsoft,Backend Developer,Senior,75778,49,Lockdown,High,92,9,54
2021,USA,Microsoft,Mobile Developer,Senior,128793,100,Recovery,Medium,65,9,52
2019,USA,IBM,Mobile Developer,Junior,94260,82,Pre-Covid,Low,28,7,40
2020,India,Infosys,Frontend Developer,Senior,18126,61,Lockdown,High,83,5,47
2021,Australia,Netflix,Backend Developer,Senior,90951,100,Recovery,Medium,70,9,46
2021,USA,Netflix,Data Scientist,Junior,98892,96,Recovery,Medium,63,9,50
2020,UK,Google,Full Stack Developer,Junior,63481,69,Lockdown,Medium,88,7,50
2020,Australia,Netflix,Mobile Developer,Junior,75097,45,Lockdown,Medium,83,7,48
2021,UK,Infosys,Frontend Developer,Senior,116274,87,Recovery,Medium,78,9,49
2021,USA,Google,Mobile Developer,Mid,148414,99,Recovery,Low,89,6,40
2019,India,Accenture,Mobile Developer,Senior,29929,87,Pre-Covid,Low,32,8,52
2021,India,Meta,Full Stack Developer,Mid,25392,97,Recovery,Low,73,10,45
2019,USA,Google,Data Scientist,Mid,122215,87,Pre-Covid,Low,30,6,52
2021,India,IBM,Full Stack Developer,Mid,23651,100,Recovery,Low,64,7,49
2020,Australia,Accenture,Data Scientist,Junior,82369,65,Lockdown,High,85,10,54
2021,Australia,Google,Full Stack Developer,Mid,103073,90,Recovery,Medium,80,5,35
2020,Germany,Google,Mobile Developer,Junior,74555,54,Lockdown,High,73,9,37
2021,USA,Microsoft,Full Stack Developer,Senior,153698,84,Recovery,Medium,89,6,55
2021,Australia,Microsoft,Frontend Developer,Senior,112800,86,Recovery,Medium,77,9,52
2021,Australia,Microsoft,Mobile Developer,Junior,125448,94,Recovery,Medium,79,6,45
2021,Canada,Accenture,Mobile Developer,Senior,120323,100,Recovery,Medium,88,5,52
2019,Canada,TCS,Data Scientist,Mid,94034,63,Pre-Covid,Low,26,7,36
2019,Australia,Accenture,Mobile Developer,Senior,79644,73,Pre-Covid,Low,22,6,41
2020,Australia,Wipro,Data Scientist,Mid,91900,47,Lockdown,Medium,76,5,48
2021,USA,Wipro,Full Stack Developer,Senior,162755,93,Recovery,Low,79,10,36
2020,India,Accenture,Backend Developer,Junior,21316,69,Lockdown,High,81,8,46
2021,India,Netflix,Frontend Developer,Junior,12880,88,Recovery,Medium,72,5,52
2021,UK,Google,Backend Developer,Senior,92353,90,Recovery,Medium,86,9,46
2019,USA,Google,Mobile Developer,Junior,118094,64,Pre-Covid,Low,30,7,37
2020,UK,Meta,Data Scientist,Junior,63212,60,Lockdown,High,81,8,38
2021,Australia,TCS,Backend Developer,Senior,122962,82,Recovery,Medium,62,9,46
2019,Germany,Microsoft,Backend Developer,Senior,97593,74,Pre-Covid,Low,24,7,41
2019,UK,Google,Backend Developer,Junior,77216,67,Pre-Covid,Low,30,8,38
2019,Canada,IBM,Mobile Developer,Mid,82036,65,Pre-Covid,Low,17,9,42
2020,India,Microsoft,Frontend Developer,Senior,8562,50,Lockdown,High,78,8,46
2020,Germany,Netflix,Backend Developer,Junior,62229,65,Lockdown,Medium,78,10,35
2019,India,Infosys,Data Scientist,Mid,11591,87,Pre-Covid,Low,28,9,47
2019,Germany,Meta,Full Stack Developer,Mid,74786,92,Pre-Covid,Low,35,8,52
2020,UK,Amazon,Full Stack Developer,Mid,72865,58,Lockdown,High,84,7,54
2020,Germany,IBM,Data Scientist,Junior,88029,59,Lockdown,Medium,92,6,51
2020,Australia,Microsoft,Data Scientist,Senior,83324,39,Lockdown,Medium,88,5,39
2019,India,IBM,Data Scientist,Senior,10602,66,Pre-Covid,Low,24,6,55
2019,USA,Google,Data Scientist,Junior,117309,90,Pre-Covid,Low,13,8,45
2019,UK,Google,Mobile Developer,Mid,65703,81,Pre-Covid,Low,22,9,50
2020,UK,Google,Backend Developer,Junior,45945,72,Lockdown,High,75,8,41
2021,USA,Meta,Backend Developer,Junior,146580,100,Recovery,Low,82,5,44
2020,USA,Netflix,Full Stack Developer,Junior,72114,38,Lockdown,Medium,79,10,48
2019,Australia,TCS,Full Stack Developer,Junior,108112,65,Pre-Covid,Low,16,5,46
2019,Germany,Amazon,Data Scientist,Senior,105122,69,Pre-Covid,Low,25,8,55
2020,UK,Meta,Full Stack Developer,Senior,73495,46,Lockdown,High,73,9,49
2019,USA,Netflix,Backend Developer,Senior,106644,86,Pre-Covid,Low,16,9,51
2021,India,TCS,Frontend Developer,Mid,13665,80,Recovery,Medium,72,5,49
2021,UK,IBM,Full Stack Developer,Mid,85495,82,Recovery,Medium,89,7,45
2020,UK,Meta,Backend Developer,Junior,49303,57,Lockdown,High,82,6,49
2019,UK,TCS,Full Stack Developer,Senior,62645,80,Pre-Covid,Low,27,5,54
2021,Germany,TCS,Frontend Developer,Senior,88114,99,Recovery,Medium,78,6,48
2020,Australia,Amazon,Full Stack Developer,Mid,74991,62,Lockdown,High,91,10,39
2020,Australia,Amazon,Frontend Developer,Senior,62148,58,Lockdown,High,76,10,49
2021,Australia,Netflix,Data Scientist,Junior,105882,88,Recovery,Low,86,7,41
2020,USA,Google,Mobile Developer,Senior,82066,56,Lockdown,Medium,71,9,51
2021,Australia,Microsoft,Frontend Developer,Senior,109985,78,Recovery,Medium,72,8,49
2019,India,Microsoft,Frontend Developer,Senior,27141,82,Pre-Covid,Low,21,7,45
2019,USA,Netflix,Mobile Developer,Mid,92803,60,Pre-Covid,Low,30,10,37
2021,Australia,TCS,Data Scientist,Senior,135002,78,Recovery,Medium,84,7,46
2021,India,Wipro,Mobile Developer,Senior,29261,100,Recovery,Low,76,6,46
2020,UK,Accenture,Data Scientist,Mid,69335,35,Lockdown,Medium,84,9,37
2021,USA,IBM,Mobile Developer,Junior,154921,77,Recovery,Medium,62,8,40
2021,Germany,Wipro,Mobile Developer,Senior,97650,98,Recovery,Low,73,9,50
2019,Germany,TCS,Backend Developer,Senior,86374,60,Pre-Covid,Low,33,8,38
2021,Australia,Microsoft,Mobile Developer,Junior,97434,100,Recovery,Low,89,5,38
2020,UK,Netflix,Full Stack Developer,Junior,57080,50,Lockdown,Medium,72,5,48
2021,Australia,Amazon,Data Scientist,Senior,102051,90,Recovery,Medium,83,10,37
2019,Canada,Meta,Data Scientist,Senior,95091,80,Pre-Covid,Low,29,6,41
2020,UK,IBM,Full Stack Developer,Mid,63409,42,Lockdown,High,71,7,52
2020,USA,TCS,Frontend Developer,Senior,100083,60,Lockdown,High,78,5,49
2020,USA,Accenture,Data Scientist,Mid,78260,42,Lockdown,Medium,93,9,48
2020,Australia,Google,Full Stack Developer,Senior,71634,53,Lockdown,Medium,91,8,47
2020,Canada,Netflix,Backend Developer,Senior,64332,64,Lockdown,Medium,73,9,36
2019,Australia,IBM,Data Scientist,Senior,95416,69,Pre-Covid,Low,23,9,41
2019,Germany,Infosys,Mobile Developer,Mid,73813,61,Pre-Covid,Low,27,9,41
2021,USA,Infosys,Frontend Developer,Mid,146864,89,Recovery,Low,84,10,37
2021,Germany,Microsoft,Data Scientist,Senior,88588,100,Recovery,Low,89,5,43
2021,India,Accenture,Backend Developer,Senior,20101,82,Recovery,Medium,70,10,53
2021,USA,Wipro,Full Stack Developer,Mid,142357,73,Recovery,Medium,70,9,51
2019,India,Accenture,Frontend Developer,Mid,18936,61,Pre-Covid,Low,21,8,54
2019,Australia,Meta,Mobile Developer,Mid,83775,92,Pre-Covid,Low,24,6,40
2021,Canada,Accenture,Mobile Developer,Senior,91105,100,Recovery,Medium,60,6,55
2021,Canada,Amazon,Data Scientist,Junior,88132,85,Recovery,Medium,68,5,35
2019,Germany,Google,Backend Developer,Senior,103271,62,Pre-Covid,Low,34,10,49
2020,UK,Accenture,Mobile Developer,Mid,63183,69,Lockdown,High,94,7,36
2020,Germany,Netflix,Backend Developer,Senior,72192,33,Lockdown,Medium,86,10,47
2021,Australia,Meta,Frontend Developer,Mid,105188,88,Recovery,Low,83,8,40
2021,Germany,Amazon,Mobile Developer,Junior,119477,91,Recovery,Medium,74,7,53
2019,India,Accenture,Data Scientist,Mid,27874,87,Pre-Covid,Low,25,6,41
2020,Canada,Amazon,Full Stack Developer,Mid,60485,35,Lockdown,Medium,92,5,37
2020,USA,Wipro,Backend Developer,Junior,72018,66,Lockdown,High,93,7,43
2019,Canada,Accenture,Backend Developer,Mid,71313,83,Pre-Covid,Low,27,6,36
2019,UK,Wipro,Mobile Developer,Mid,89045,66,Pre-Covid,Low,11,7,39
2021,India,Netflix,Data Scientist,Mid,15508,100,Recovery,Medium,88,6,38
2020,USA,Microsoft,Mobile Developer,Junior,98722,63,Lockdown,Medium,80,8,49
2020,India,Infosys,Frontend Developer,Junior,24288,74,Lockdown,High,72,9,54
2021,UK,Google,Full Stack Developer,Mid,79093,89,Recovery,Medium,74,10,50
2020,Canada,TCS,Backend Developer,Junior,62514,51,Lockdown,High,81,8,52
2019,Australia,Microsoft,Frontend Developer,Senior,96759,90,Pre-Covid,Low,27,8,45
2019,Australia,Google,Data Scientist,Junior,73253,78,Pre-Covid,Low,16,8,46
2019,Australia,Wipro,Backend Developer,Junior,70045,65,Pre-Covid,Low,13,5,55
2019,UK,Meta,Data Scientist,Junior,88786,69,Pre-Covid,Low,32,7,53
2019,India,Meta,Backend Developer,Mid,14566,79,Pre-Covid,Low,27,10,36
2019,Australia,Google,Data Scientist,Mid,83440,66,Pre-Covid,Low,27,5,41
2019,India,Infosys,Frontend Developer,Junior,18059,68,Pre-Covid,Low,27,10,43
2020,India,Microsoft,Data Scientist,Senior,19738,50,Lockdown,High,89,9,43
2020,Germany,Meta,Backend Developer,Junior,88015,60,Lockdown,High,88,10,50
2021,Australia,Amazon,Full Stack Developer,Junior,105908,83,Recovery,Low,78,5,50
2020,Germany,Microsoft,Frontend Developer,Mid,73519,52,Lockdown,Medium,73,9,48
2021,USA,Infosys,Data Scientist,Mid,123675,94,Recovery,Medium,68,5,55
2019,India,Google,Backend Developer,Senior,15149,70,Pre-Covid,Low,15,8,35
2021,USA,Netflix,Full Stack Developer,Mid,98533,95,Recovery,Medium,86,6,55
2020,Germany,Wipro,Frontend Developer,Junior,70397,62,Lockdown,High,89,9,39
2020,Germany,Accenture,Mobile Developer,Mid,68083,58,Lockdown,Medium,87,8,39
2019,Australia,TCS,Mobile Developer,Senior,106715,80,Pre-Covid,Low,32,10,51
2020,Australia,Amazon,Full Stack Developer,Junior,80592,54,Lockdown,High,86,8,39
2021,India,Amazon,Mobile Developer,Junior,14796,77,Recovery,Low,89,10,40
2021,India,Google,Frontend Developer,Mid,21436,79,Recovery,Medium,76,6,45
2021,Canada,Google,Full Stack Developer,Senior,96853,100,Recovery,Low,70,6,43
2021,USA,Google,Mobile Developer,Junior,102565,89,Recovery,Medium,78,10,44
2020,USA,TCS,Mobile Developer,Junior,108334,48,Lockdown,Medium,77,8,46
2020,Germany,Infosys,Mobile Developer,Senior,86509,45,Lockdown,Medium,85,10,46
2019,USA,Amazon,Frontend Developer,Senior,136457,62,Pre-Covid,Low,21,6,50
2021,India,Netflix,Mobile Developer,Mid,31259,88,Recovery,Low,70,5,42
2019,Germany,Netflix,Data Scientist,Junior,69508,84,Pre-Covid,Low,21,7,42
2021,India,Infosys,Full Stack Developer,Senior,28312,100,Recovery,Low,89,10,36
2020,Canada,Google,Data Scientist,Senior,80443,59,Lockdown,Medium,81,8,40
2019,Canada,Netflix,Full Stack Developer,Senior,96799,77,Pre-Covid,Low,34,8,48
2019,UK,TCS,Data Scientist,Mid,59378,76,Pre-Covid,Low,19,9,46
